Unicode	字	地區	粵拼	備註
U+23A10	𣨐	G,T	？	無
U+23A11	𣨑	G,T	？	無
U+23A12	𣨒	T	？	無
U+23A13	𣨓	G	？	無
U+23A14	𣨔	G	？	無
U+23A15	𣨕	V	？	無
U+23A16	𣨖	G,T	？	無
U+23A17	𣨗	G,T	？	無
U+23A18	𣨘	G,KP,T	？	無
U+23A19	𣨙	G,KP,T	？	無
U+23A1A	𣨚	G,T	？	無
U+23A1B	𣨛	G,KP,T	？	無
U+23A1C	𣨜	G,T	？	無
U+23A1D	𣨝	G,T	？	無
U+23A1E	𣨞	G,T	？	無
U+23A1F	𣨟	G,KP,T	？	無
U+23A20	𣨠	G,KP,T	？	無
U+23A21	𣨡	G,KP,T	？	無
U+23A22	𣨢	G,T	？	無
U+23A23	𣨣	G,T	？	無
U+23A24	𣨤	G,KP,T	？	無
U+23A25	𣨥	G,T	？	無
U+23A26	𣨦	G,T	？	無
U+23A27	𣨧	V	？	無
U+23A28	𣨨	T	？	無
U+23A29	𣨩	T	？	無
U+23A2A	𣨪	G	？	無
U+23A2B	𣨫	G	？	無
U+23A2C	𣨬	G	？	無
U+23A2D	𣨭	V	？	無
U+23A2E	𣨮	V	？	無
U+23A2F	𣨯	T	？	無
U+23A30	𣨰	V	？	無
U+23A31	𣨱	G,T	？	無
U+23A32	𣨲	G,T	？	無
U+23A33	𣨳	G,KP,T	？	無
U+23A34	𣨴	G,T	？	無
U+23A35	𣨵	G,T	？	無
U+23A36	𣨶	G,KP,T	？	無
U+23A37	𣨷	G,T	？	無
U+23A38	𣨸	G,T	？	無
U+23A39	𣨹	G,T	？	無
U+23A3A	𣨺	G	？	無
U+23A3B	𣨻	G,T	？	無
U+23A3C	𣨼	G	？	無
U+23A3D	𣨽	T	？	無
U+23A3E	𣨾	G	？	無
U+23A3F	𣨿	G	？	無
U+23A40	𣩀	G	？	無
U+23A41	𣩁	V	？	無
U+23A42	𣩂	V	？	無
U+23A43	𣩃	T	？	無
U+23A44	𣩄	G,T	？	無
U+23A45	𣩅	G,KP,T	？	無
U+23A46	𣩆	G,KP,T	？	無
U+23A47	𣩇	G,T	？	無
U+23A48	𣩈	G,KP,T	？	無
U+23A49	𣩉	G,T	？	無
U+23A4A	𣩊	G	？	無
U+23A4B	𣩋	G,T	？	無
U+23A4C	𣩌	T	？	無
U+23A4D	𣩍	G,KP,T	？	無
U+23A4E	𣩎	G,T	？	無
U+23A4F	𣩏	G,T	？	無
U+23A50	𣩐	G,T	？	無
U+23A51	𣩑	G,T	？	無
U+23A52	𣩒	G,T	？	無
U+23A53	𣩓	G,T	？	無
U+23A54	𣩔	G,T	？	無
U+23A55	𣩕	G,KP,T	？	無
U+23A56	𣩖	G,T	？	無
U+23A57	𣩗	G,T	？	無
U+23A58	𣩘	T	？	無
U+23A59	𣩙	G,T	？	無
U+23A5A	𣩚	G	？	無
U+23A5B	𣩛	G	？	無
U+23A5C	𣩜	G	？	無
U+23A5D	𣩝	G,T	？	無
U+23A5E	𣩞	G,T	？	無
U+23A5F	𣩟	G,T	？	無
U+23A60	𣩠	G,T	？	無
U+23A61	𣩡	G,KP,T	？	無
U+23A62	𣩢	G,T	？	無
U+23A63	𣩣	G,T	？	無
U+23A64	𣩤	T	？	無
U+23A65	𣩥	T	？	無
U+23A66	𣩦	G,V	？	無
U+23A67	𣩧	G	？	無
U+23A68	𣩨	G,T	？	無
U+23A69	𣩩	G,T	？	無
U+23A6A	𣩪	G,KP,T	？	無
U+23A6B	𣩫	G,T	？	無
U+23A6C	𣩬	G,T	？	無
U+23A6D	𣩭	G,KP,T	？	無
U+23A6E	𣩮	G	？	無
U+23A6F	𣩯	G,T	？	無
U+23A70	𣩰	G,KP,T	？	無
U+23A71	𣩱	G,KP,T	？	無
U+23A72	𣩲	G,T	？	無
U+23A73	𣩳	G,T	？	無
U+23A74	𣩴	G,KP,T	？	無
U+23A75	𣩵	G	？	無
U+23A76	𣩶	G,T	？	無
U+23A77	𣩷	G,KP,T	？	無
U+23A78	𣩸	V	？	無
U+23A79	𣩹	G	？	無
U+23A7A	𣩺	G,T	？	無
U+23A7B	𣩻	G,KP,T	？	無
U+23A7C	𣩼	G,KP,T	？	無
U+23A7D	𣩽	G	？	無
U+23A7E	𣩾	G,T	？	無
U+23A7F	𣩿	G,KP,T	？	無
U+23A80	𣪀	G,KP,T	？	無
U+23A81	𣪁	G	？	無
U+23A82	𣪂	G,KP,T	？	無
U+23A83	𣪃	T	？	無
U+23A84	𣪄	G	？	無
U+23A85	𣪅	G,T	？	無
U+23A86	𣪆	G,T	？	無
U+23A87	𣪇	G	？	無
U+23A88	𣪈	G,T	？	無
U+23A89	𣪉	G	？	無
U+23A8A	𣪊	G	？	無
U+23A8B	𣪋	G,T	？	無
U+23A8C	𣪌	G,T	？	無
U+23A8D	𣪍	G,T	？	無
U+23A8E	𣪎	G,KP,T	？	無
U+23A8F	𣪏	G,T	？	無
U+23A90	𣪐	G,T	？	無
U+23A91	𣪑	T	？	無
U+23A92	𣪒	T	？	無
U+23A93	𣪓	T	？	無
U+23A94	𣪔	T	？	無
U+23A95	𣪕	G,T	？	無
U+23A96	𣪖	G,T	？	無
U+23A97	𣪗	G,T	？	無
U+23A98	𣪘	G,J	？	無
U+23A99	𣪙	G,T	？	無
U+23A9A	𣪚	G	？	無
U+23A9B	𣪛	KP,T	？	無
U+23A9C	𣪜	T	？	無
U+23A9D	𣪝	G	？	無
U+23A9E	𣪞	G	？	無
U+23A9F	𣪟	T	？	無
U+23AA0	𣪠	G,KP,T	？	無
U+23AA1	𣪡	G,T	？	無
U+23AA2	𣪢	G	？	無
U+23AA3	𣪣	G,T	？	無
U+23AA4	𣪤	G,T	？	無
U+23AA5	𣪥	T	？	無
U+23AA6	𣪦	T	？	無
U+23AA7	𣪧	H,T	jan1	無
U+23AA8	𣪨	G	？	無
U+23AA9	𣪩	G,T	？	無
U+23AAA	𣪪	G,T	？	無
U+23AAB	𣪫	G	？	無
U+23AAC	𣪬	G,KP,T	？	無
U+23AAD	𣪭	G,T	？	無
U+23AAE	𣪮	G,KP,T	？	無
U+23AAF	𣪯	G,KP,T	？	無
U+23AB0	𣪰	G,T	？	無
U+23AB1	𣪱	G,T	？	無
U+23AB2	𣪲	G,T	？	無
U+23AB3	𣪳	G,T	？	無
U+23AB4	𣪴	G	？	無
U+23AB5	𣪵	T	？	無
U+23AB6	𣪶	G,KP,T	？	無
U+23AB7	𣪷	G,KP,T	？	無
U+23AB8	𣪸	G,T	？	無
U+23AB9	𣪹	G,T	？	無
U+23ABA	𣪺	G	？	無
U+23ABB	𣪻	G,T	？	無
U+23ABC	𣪼	G,T	？	無
U+23ABD	𣪽	G,T	？	無
U+23ABE	𣪾	G,T	？	無
U+23ABF	𣪿	G,T	？	無
U+23AC0	𣫀	G,T	？	無
U+23AC1	𣫁	G,T	？	無
U+23AC2	𣫂	G	？	無
U+23AC3	𣫃	G	？	無
U+23AC4	𣫄	G	？	無
U+23AC5	𣫅	T	？	無
U+23AC6	𣫆	T	？	無
U+23AC7	𣫇	T	？	無
U+23AC8	𣫈	G	？	無
U+23AC9	𣫉	G	？	無
U+23ACA	𣫊	G	？	無
U+23ACB	𣫋	G	？	無
U+23ACC	𣫌	G,T	？	無
U+23ACD	𣫍	T	？	無
U+23ACE	𣫎	G	？	無
U+23ACF	𣫏	G	？	無
U+23AD0	𣫐	G,T	？	無
U+23AD1	𣫑	G,T	？	無
U+23AD2	𣫒	G,KP,T	？	無
U+23AD3	𣫓	G,T	？	無
U+23AD4	𣫔	G	？	無
U+23AD5	𣫕	V	？	無
U+23AD6	𣫖	G,T	？	無
U+23AD7	𣫗	G	？	無
U+23AD8	𣫘	G,T	？	無
U+23AD9	𣫙	G,T	？	無
U+23ADA	𣫚	G,T	？	無
U+23ADB	𣫛	H	ai6,ngai6	無
U+23ADC	𣫜	G	？	無
U+23ADD	𣫝	G	？	無
U+23ADE	𣫞	G,KP,T	？	無
U+23ADF	𣫟	G,T	？	無
U+23AE0	𣫠	G	？	無
U+23AE1	𣫡	G,T	？	無
U+23AE2	𣫢	G,KP,T	？	無
U+23AE3	𣫣	G,T	？	無
U+23AE4	𣫤	G,T	？	無
U+23AE5	𣫥	G,T	？	無
U+23AE6	𣫦	G,T	？	無
U+23AE7	𣫧	G,KP,T	？	無
U+23AE8	𣫨	G,KP,T	？	無
U+23AE9	𣫩	G,T	？	無
U+23AEA	𣫪	G	？	無
U+23AEB	𣫫	G,T	？	無
U+23AEC	𣫬	G,T	？	無
U+23AED	𣫭	G,T	？	無
U+23AEE	𣫮	H	hou2	無
U+23AEF	𣫯	G,T	？	無
U+23AF0	𣫰	G,T	？	無
U+23AF1	𣫱	G	？	無
U+23AF2	𣫲	V	？	無
U+23AF3	𣫳	G	？	無
U+23AF4	𣫴	G,T	？	無
U+23AF5	𣫵	G	？	無
U+23AF6	𣫶	G	？	無
U+23AF7	𣫷	V	？	無
U+23AF8	𣫸	T	？	無
U+23AF9	𣫹	G,T	？	無
U+23AFA	𣫺	G,H,T	juk6	無
U+23AFB	𣫻	G	？	無
U+23AFC	𣫼	T	？	無
U+23AFD	𣫽	T	？	無
U+23AFE	𣫾	T	？	無
U+23AFF	𣫿	T	？	無
U+23B00	𣬀	T	？	無
U+23B01	𣬁	T	？	無
U+23B02	𣬂	G,T	？	無
U+23B03	𣬃	G,T	？	無
U+23B04	𣬄	G,T	？	無
U+23B05	𣬅	G,T	？	無
U+23B06	𣬆	G,T	？	無
U+23B07	𣬇	G	？	無
U+23B08	𣬈	G,T	？	無
U+23B09	𣬉	G,T	？	無
U+23B0A	𣬊	G,T	？	無
U+23B0B	𣬋	G,T	？	無
U+23B0C	𣬌	G,T	？	無
U+23B0D	𣬍	G,T	？	無
U+23B0E	𣬎	G,T	？	無
U+23B0F	𣬏	G,T	？	無
U+23B10	𣬐	G,T	？	無
U+23B11	𣬑	G,T	？	無
U+23B12	𣬒	T	？	無
U+23B13	𣬓	G,T	？	無
U+23B14	𣬔	G,T	？	無
U+23B15	𣬕	G,T	？	無
U+23B16	𣬖	G,T	？	無
U+23B17	𣬗	T	？	無
U+23B18	𣬘	G	？	無
U+23B19	𣬙	G	？	無
U+23B1A	𣬚	G,H,T	paak3	無
U+23B1B	𣬛	G,T	？	無
U+23B1C	𣬜	G,T	？	無
U+23B1D	𣬝	G	？	無
U+23B1E	𣬞	T	？	無
U+23B1F	𣬟	T	？	無
U+23B20	𣬠	G	？	無
U+23B21	𣬡	G,T	？	無
U+23B22	𣬢	G,T	？	無
U+23B23	𣬣	G,T	？	無
U+23B24	𣬤	T	？	無
U+23B25	𣬥	T	？	無
U+23B26	𣬦	T	？	無
U+23B27	𣬧	T	？	無
U+23B28	𣬨	T	？	無
U+23B29	𣬩	G,KP,T	？	無
U+23B2A	𣬪	G,KP,T	？	無
U+23B2B	𣬫	G,KP,T	？	無
U+23B2C	𣬬	G,T	？	無
U+23B2D	𣬭	G,KP,T	？	無
U+23B2E	𣬮	G,T	？	無
U+23B2F	𣬯	T	？	無
U+23B30	𣬰	T	？	無
U+23B31	𣬱	T	？	無
U+23B32	𣬲	T	？	無
U+23B33	𣬳	T	？	無
U+23B34	𣬴	G	？	無
U+23B35	𣬵	G,T	？	無
U+23B36	𣬶	G	？	無
U+23B37	𣬷	G	？	無
U+23B38	𣬸	G,KP,T	？	無
U+23B39	𣬹	G,KP,T	？	無
U+23B3A	𣬺	G,KP,T	？	無
U+23B3B	𣬻	G,KP,T	？	無
U+23B3C	𣬼	G,KP,T	？	無
U+23B3D	𣬽	G,KP,T	？	無
U+23B3E	𣬾	G,T	？	無
U+23B3F	𣬿	G,KP,T	？	無
U+23B40	𣭀	G,T	？	無
U+23B41	𣭁	G,KP,T	？	無
U+23B42	𣭂	G,T	？	無
U+23B43	𣭃	V	？	無
U+23B44	𣭄	G,T	？	無
U+23B45	𣭅	G,T	？	無
U+23B46	𣭆	G	？	無
U+23B47	𣭇	G,T	？	無
U+23B48	𣭈	G	？	無
U+23B49	𣭉	T	？	無
U+23B4A	𣭊	T	？	無
U+23B4B	𣭋	T	？	無
U+23B4C	𣭌	T	？	無
U+23B4D	𣭍	T	？	無
U+23B4E	𣭎	T	？	無
U+23B4F	𣭏	T	？	無
U+23B50	𣭐	T	？	無
U+23B51	𣭑	T	？	無
U+23B52	𣭒	T	？	無
U+23B53	𣭓	T	？	無
U+23B54	𣭔	T	？	無
U+23B55	𣭕	T	？	無
U+23B56	𣭖	G	？	無
U+23B57	𣭗	G	？	無
U+23B58	𣭘	G	？	無
U+23B59	𣭙	G	？	無
U+23B5A	𣭚	H,T	bou6	無
U+23B5B	𣭛	V	？	無
U+23B5C	𣭜	G,KP,T	？	無
U+23B5D	𣭝	G,KP,T	？	無
U+23B5E	𣭞	G,T	？	無
U+23B5F	𣭟	G,T	？	無
U+23B60	𣭠	G,KP,T	？	無
U+23B61	𣭡	G,KP,T	？	無
U+23B62	𣭢	G,T	？	無
U+23B63	𣭣	G,T	？	無
U+23B64	𣭤	G	？	無
U+23B65	𣭥	T	？	無
U+23B66	𣭦	T	？	無
U+23B67	𣭧	T	？	無
U+23B68	𣭨	T	？	無
U+23B69	𣭩	T	？	無
U+23B6A	𣭪	T	？	無
U+23B6B	𣭫	T	？	無
U+23B6C	𣭬	T	？	無
U+23B6D	𣭭	G,T	？	無
U+23B6E	𣭮	G,T	？	無
U+23B6F	𣭯	V	？	無
U+23B70	𣭰	V	？	無
U+23B71	𣭱	G,KP,T	？	無
U+23B72	𣭲	G,T	？	無
U+23B73	𣭳	G,T	？	無
U+23B74	𣭴	G,KP,T	？	無
U+23B75	𣭵	G,T	？	無
U+23B76	𣭶	G,KP,T	？	無
U+23B77	𣭷	G,KP,T	？	無
U+23B78	𣭸	G,T	？	無
U+23B79	𣭹	G,KP,T	？	無
U+23B7A	𣭺	G,T	？	無
U+23B7B	𣭻	G,T,V	？	無
U+23B7C	𣭼	G,T	？	無
U+23B7D	𣭽	T	？	無
U+23B7E	𣭾	T	？	無
U+23B7F	𣭿	T	？	無
U+23B80	𣮀	T	？	無
U+23B81	𣮁	T	？	無
U+23B82	𣮂	T	？	無
U+23B83	𣮃	G	？	無
U+23B84	𣮄	G	？	無
U+23B85	𣮅	G	？	無
U+23B86	𣮆	G	？	無
U+23B87	𣮇	V	？	無
U+23B88	𣮈	G,T	？	無
U+23B89	𣮉	G,KP,T	？	無
U+23B8A	𣮊	G,KP,T	？	無
U+23B8B	𣮋	G,T	？	無
U+23B8C	𣮌	G,T	？	無
U+23B8D	𣮍	G,T	？	無
U+23B8E	𣮎	G,T	？	無
U+23B8F	𣮏	G,T	？	無
U+23B90	𣮐	G,KP,T	？	無
U+23B91	𣮑	G,T	？	無
U+23B92	𣮒	G,T	？	無
U+23B93	𣮓	G,T	？	無
U+23B94	𣮔	G,KP,T	？	無
U+23B95	𣮕	G,T	？	無
U+23B96	𣮖	G	？	無
U+23B97	𣮗	G,T	？	無
U+23B98	𣮘	T	？	無
U+23B99	𣮙	T	？	無
U+23B9A	𣮚	T	？	無
U+23B9B	𣮛	T	？	無
U+23B9C	𣮜	T	？	無
U+23B9D	𣮝	T	？	無
U+23B9E	𣮞	T	？	無
U+23B9F	𣮟	T	？	無
U+23BA0	𣮠	G	？	無
U+23BA1	𣮡	G	？	無
U+23BA2	𣮢	G	？	無
U+23BA3	𣮣	G,T	？	無
U+23BA4	𣮤	G,T	？	無
U+23BA5	𣮥	G	？	無
U+23BA6	𣮦	G	？	無
U+23BA7	𣮧	G,KP,T	？	無
U+23BA8	𣮨	G,T	？	無
U+23BA9	𣮩	G,T	？	無
U+23BAA	𣮪	G,KP,T	？	無
U+23BAB	𣮫	G,T	？	無
U+23BAC	𣮬	G,KP,T	？	無
U+23BAD	𣮭	G,T	？	無
U+23BAE	𣮮	G,T	？	無
U+23BAF	𣮯	G,T	？	無
U+23BB0	𣮰	G,T	？	無
U+23BB1	𣮱	G,T	？	無
U+23BB2	𣮲	G,T	？	無
U+23BB3	𣮳	G,T	？	無
U+23BB4	𣮴	G,T	？	無
U+23BB5	𣮵	G	？	無
U+23BB6	𣮶	G	？	無
U+23BB7	𣮷	G	？	無
U+23BB8	𣮸	G	？	無
U+23BB9	𣮹	T	？	無
U+23BBA	𣮺	T	？	無
U+23BBB	𣮻	T	？	無
U+23BBC	𣮼	T	？	無
U+23BBD	𣮽	T	？	無
U+23BBE	𣮾	G	？	無
U+23BBF	𣮿	G	？	無
U+23BC0	𣯀	G	？	無
U+23BC1	𣯁	G	？	無
U+23BC2	𣯂	G,T	？	無
U+23BC3	𣯃	G	？	無
U+23BC4	𣯄	G	？	無
U+23BC5	𣯅	G,KP,T	？	無
U+23BC6	𣯆	G,KP,T	？	無
U+23BC7	𣯇	G,KP,T	？	無
U+23BC8	𣯈	G,K,T	？	無
U+23BC9	𣯉	G,T	？	無
U+23BCA	𣯊	G,T	？	無
U+23BCB	𣯋	G,KP,T	？	無
U+23BCC	𣯌	G,KP,T	？	無
U+23BCD	𣯍	G,KP,T	？	無
U+23BCE	𣯎	G,T	？	無
U+23BCF	𣯏	G,T	？	無
U+23BD0	𣯐	G,KP	？	無
U+23BD1	𣯑	G,T	？	無
U+23BD2	𣯒	G,T	？	無
U+23BD3	𣯓	G,T	？	無
U+23BD4	𣯔	G	？	無
U+23BD5	𣯕	G,T	？	無
U+23BD6	𣯖	T	？	無
U+23BD7	𣯗	T	？	無
U+23BD8	𣯘	T	？	無
U+23BD9	𣯙	T	？	無
U+23BDA	𣯚	G,K	？	無
U+23BDB	𣯛	G,T	？	無
U+23BDC	𣯜	G,KP,K,T	？	無
U+23BDD	𣯝	G,T	？	無
U+23BDE	𣯞	G	？	無
U+23BDF	𣯟	G,T	？	無
U+23BE0	𣯠	G	？	無
U+23BE1	𣯡	V	？	無
U+23BE2	𣯢	G,T	？	無
U+23BE3	𣯣	G	？	無
U+23BE4	𣯤	G,T	？	無
U+23BE5	𣯥	G,T	？	無
U+23BE6	𣯦	G,T	？	無
U+23BE7	𣯧	G,T	？	無
U+23BE8	𣯨	G,KP,T	？	無
U+23BE9	𣯩	G,KP,T	？	無
U+23BEA	𣯪	G,KP,T	？	無
U+23BEB	𣯫	G,T	？	無
U+23BEC	𣯬	G,T	？	無
U+23BED	𣯭	G,KP,T	？	無
U+23BEE	𣯮	G,T	？	無
U+23BEF	𣯯	G,T	？	無
U+23BF0	𣯰	G,T	？	無
U+23BF1	𣯱	G,T	？	無
U+23BF2	𣯲	G,T	？	無
U+23BF3	𣯳	G	？	無
U+23BF4	𣯴	G	？	無
U+23BF5	𣯵	G	？	無
U+23BF6	𣯶	G	？	無
U+23BF7	𣯷	T	？	無
U+23BF8	𣯸	G,T	？	無
U+23BF9	𣯹	G,T	？	無
U+23BFA	𣯺	G,T	？	無
U+23BFB	𣯻	G,KP,T	？	無
U+23BFC	𣯼	G,T	？	無
U+23BFD	𣯽	G,T	？	無
U+23BFE	𣯾	G,T	？	無
U+23BFF	𣯿	T	？	無
U+23C00	𣰀	T	？	無
U+23C01	𣰁	T	？	無
U+23C02	𣰂	T	？	無
U+23C03	𣰃	G	？	無
U+23C04	𣰄	G	？	無
U+23C05	𣰅	G	？	無
U+23C06	𣰆	G,KP,K,T	？	無
U+23C07	𣰇	G	？	無
U+23C08	𣰈	G	？	無
U+23C09	𣰉	KP,T	？	無
U+23C0A	𣰊	G,T	？	無
U+23C0B	𣰋	G,KP,T	？	無
U+23C0C	𣰌	G,KP,T	？	無
U+23C0D	𣰍	G,T	？	無
U+23C0E	𣰎	G,T	？	無
U+23C0F	𣰏	V	？	無
U+23C10	𣰐	G,T	？	無
U+23C11	𣰑	T	？	無
U+23C12	𣰒	T	？	無
U+23C13	𣰓	T	？	無
U+23C14	𣰔	G,T	？	無
U+23C15	𣰕	G	？	無
U+23C16	𣰖	G,T	？	無
U+23C17	𣰗	G	？	無
U+23C18	𣰘	G	？	無
U+23C19	𣰙	V	？	無
U+23C1A	𣰚	G,T	？	無
U+23C1B	𣰛	G,KP,T	？	無
U+23C1C	𣰜	G,KP,T	？	無
U+23C1D	𣰝	G	？	無
U+23C1E	𣰞	G,T	？	無
U+23C1F	𣰟	G,T	？	無
U+23C20	𣰠	G,KP,T	？	無
U+23C21	𣰡	G,T	？	無
U+23C22	𣰢	T	？	無
U+23C23	𣰣	T	？	無
U+23C24	𣰤	T	？	無
U+23C25	𣰥	G	？	無
U+23C26	𣰦	G	？	無
U+23C27	𣰧	G	？	無
U+23C28	𣰨	G,KP,T	？	無
U+23C29	𣰩	G	？	無
U+23C2A	𣰪	T	？	無
U+23C2B	𣰫	G,KP,T	？	無
U+23C2C	𣰬	G,T	？	無
U+23C2D	𣰭	G,T	？	無
U+23C2E	𣰮	G,T	？	無
U+23C2F	𣰯	G	？	無
U+23C30	𣰰	G	？	無
U+23C31	𣰱	T	？	無
U+23C32	𣰲	G,T	？	無
U+23C33	𣰳	V	？	無
U+23C34	𣰴	V	？	無
U+23C35	𣰵	V	？	無
U+23C36	𣰶	G,KP,T	？	無
U+23C37	𣰷	G,KP,T	？	無
U+23C38	𣰸	G,T	？	無
U+23C39	𣰹	T	？	無
U+23C3A	𣰺	G	？	無
U+23C3B	𣰻	G,T	？	無
U+23C3C	𣰼	G,KP,T	？	無
U+23C3D	𣰽	G	？	無
U+23C3E	𣰾	T	？	無
U+23C3F	𣰿	G,T	？	無
U+23C40	𣱀	G,T	？	無
U+23C41	𣱁	G	？	無
U+23C42	𣱂	G	？	無
U+23C43	𣱃	G	？	無
U+23C44	𣱄	G,T	？	無
U+23C45	𣱅	G,KP,T	？	無
U+23C46	𣱆	V	？	無
U+23C47	𣱇	G,T	？	無
U+23C48	𣱈	G,KP,T	？	無
U+23C49	𣱉	G,T	？	無
U+23C4A	𣱊	G,T	？	無
U+23C4B	𣱋	G,T	？	無
U+23C4C	𣱌	T	？	無
U+23C4D	𣱍	G	？	無
U+23C4E	𣱎	G,T	？	無
U+23C4F	𣱏	G,T	？	無
U+23C50	𣱐	G,KP,T	？	無
U+23C51	𣱑	G,T	？	無
U+23C52	𣱒	G,T	？	無
U+23C53	𣱓	G,KP,T	？	無
U+23C54	𣱔	T	？	無
U+23C55	𣱕	G,T	？	無
U+23C56	𣱖	G,KP,T	？	無
U+23C57	𣱗	G	？	無
U+23C58	𣱘	T	？	無
U+23C59	𣱙	G,KP,T	？	無
U+23C5A	𣱚	G,T	？	無
U+23C5B	𣱛	G,T	？	無
U+23C5C	𣱜	G,T	？	無
U+23C5D	𣱝	G	？	無
U+23C5E	𣱞	T	？	無
U+23C5F	𣱟	T	？	無
U+23C60	𣱠	T	？	無
U+23C61	𣱡	G,T	？	無
U+23C62	𣱢	G	？	無
U+23C63	𣱣	H,T	kwan3	無
U+23C64	𣱤	T	？	無
U+23C65	𣱥	T	？	無
U+23C66	𣱦	G,T	？	無
U+23C67	𣱧	G	？	無
U+23C68	𣱨	K	？	無
U+23C69	𣱩	G	？	無
U+23C6A	𣱪	G,T	？	無
U+23C6B	𣱫	G,T	？	無
U+23C6C	𣱬	V	？	無
U+23C6D	𣱭	V	？	無
U+23C6E	𣱮	G,T	？	無
U+23C6F	𣱯	G,T	？	無
U+23C70	𣱰	V	？	無
U+23C71	𣱱	G	？	無
U+23C72	𣱲	T	？	無
U+23C73	𣱳	G	？	無
U+23C74	𣱴	G,T	？	無
U+23C75	𣱵	G,KP,T	？	無
U+23C76	𣱶	G,T,V	？	無
U+23C77	𣱷	G,T	？	無
U+23C78	𣱸	KP,T	？	無
U+23C79	𣱹	T	？	無
U+23C7A	𣱺	G	？	無
U+23C7B	𣱻	G	？	無
U+23C7C	𣱼	G,V	？	無
U+23C7D	𣱽	G,V	？	無
U+23C7E	𣱾	V	？	無
U+23C7F	𣱿	J,V	？	無
U+23C80	𣲀	G,KP,T	？	無
U+23C81	𣲁	G,T	？	無
U+23C82	𣲂	G,KP,T	？	無
U+23C83	𣲃	G,T	？	無
U+23C84	𣲄	G,K,T	？	無
U+23C85	𣲅	G	？	無
U+23C86	𣲆	G,T	？	無
U+23C87	𣲇	T	？	無
U+23C88	𣲈	T	？	無
U+23C89	𣲉	T	？	無
U+23C8A	𣲊	G	？	無
U+23C8B	𣲋	G,T	？	無
U+23C8C	𣲌	G	？	無
U+23C8D	𣲍	V	？	無
U+23C8E	𣲎	G,T	？	無
U+23C8F	𣲏	G,T	？	無
U+23C90	𣲐	G,T	？	無
U+23C91	𣲑	G,KP,T	？	無
U+23C92	𣲒	G,KP,T	？	無
U+23C93	𣲓	G,T	？	無
U+23C94	𣲔	G,T	？	無
U+23C95	𣲕	G,KP,T	？	無
U+23C96	𣲖	G	？	無
U+23C97	𣲗	G	？	無
U+23C98	𣲘	G	？	無
U+23C99	𣲙	H	zeoi2	無
U+23C9A	𣲚	H	jan4	無
U+23C9B	𣲛	H	sing4	無
U+23C9C	𣲜	G	？	無
U+23C9D	𣲝	G,T	？	無
U+23C9E	𣲞	G,T	？	無
U+23C9F	𣲟	G,T	？	無
U+23CA0	𣲠	G,T,V	？	無
U+23CA1	𣲡	G,T	？	無
U+23CA2	𣲢	G	？	無
U+23CA3	𣲣	G	？	無
U+23CA4	𣲤	G	？	無
U+23CA5	𣲥	G,T	？	無
U+23CA6	𣲦	V	？	無
U+23CA7	𣲧	T	？	無
U+23CA8	𣲨	T	？	無
U+23CA9	𣲩	T	？	無
U+23CAA	𣲪	T	？	無
U+23CAB	𣲫	T	？	無
U+23CAC	𣲬	T	？	無
U+23CAD	𣲭	T	？	無
U+23CAE	𣲮	T	？	無
U+23CAF	𣲯	T	？	無
U+23CB0	𣲰	T	？	無
U+23CB1	𣲱	G	？	無
U+23CB2	𣲲	G,T	？	無
U+23CB3	𣲳	G,KP,T	？	無
U+23CB4	𣲴	G,T	？	無
U+23CB5	𣲵	G,H,T	zi2	無
U+23CB6	𣲶	G,T	？	無
U+23CB7	𣲷	G,H,KP,T	nap6	無
U+23CB8	𣲸	G,T	？	無
U+23CB9	𣲹	G,T,V	？	無
U+23CBA	𣲺	G,T	？	無
U+23CBB	𣲻	G,T	？	無
U+23CBC	𣲼	G,KP,T	？	無
U+23CBD	𣲽	G,T	？	無
U+23CBE	𣲾	G,T	？	無
U+23CBF	𣲿	G,T	？	無
U+23CC0	𣳀	G,T	？	無
U+23CC1	𣳁	G,T	？	無
U+23CC2	𣳂	G,T	？	無
U+23CC3	𣳃	G	？	無
U+23CC4	𣳄	G,T	？	無
U+23CC5	𣳅	G,T	？	無
U+23CC6	𣳆	G	？	無
U+23CC7	𣳇	G,H	zo2	無
U+23CC8	𣳈	H	sin1	無
U+23CC9	𣳉	H	si3	無
U+23CCA	𣳊	T	？	無
U+23CCB	𣳋	T	？	無
U+23CCC	𣳌	T	？	無
U+23CCD	𣳍	T	？	無
U+23CCE	𣳎	T	？	無
U+23CCF	𣳏	T	？	無
U+23CD0	𣳐	T	？	無
U+23CD1	𣳑	T	？	無
U+23CD2	𣳒	T	？	無
U+23CD3	𣳓	T	？	無
U+23CD4	𣳔	T,V	？	無
U+23CD5	𣳕	T	？	無
U+23CD6	𣳖	T	？	無
U+23CD7	𣳗	T	？	無
U+23CD8	𣳘	G,T	？	無
U+23CD9	𣳙	G,KP,T	？	無
U+23CDA	𣳚	G,KP,T	？	無
U+23CDB	𣳛	G,T	？	無
U+23CDC	𣳜	G	？	無
U+23CDD	𣳝	G,T	？	無
U+23CDE	𣳞	G	？	無
U+23CDF	𣳟	G	？	無
U+23CE0	𣳠	G	？	無
U+23CE1	𣳡	V	？	無
U+23CE2	𣳢	V	？	無
U+23CE3	𣳣	G,T	？	無
U+23CE4	𣳤	G,T	？	無
U+23CE5	𣳥	G,T	？	無
